都道府県,市区町村,国籍・地域,在留資格,在留外国人数
熊本県,熊本市中央区,中国,永住者,383 
熊本県,熊本市中央区,韓国,永住者,69 
熊本県,熊本市中央区,韓国,特別永住者,95 
熊本県,熊本市中央区,朝鮮,特別永住者,4 
熊本県,熊本市中央区,台湾,永住者,36 
熊本県,熊本市中央区,中国,永住者の配偶者等,14 
熊本県,熊本市中央区,フィンランド,永住者,1 
熊本県,熊本市中央区,米国,永住者,33 
熊本県,熊本市中央区,フィリピン,永住者,123 
熊本県,熊本市中央区,無国籍,永住者,1 
熊本県,熊本市中央区,無国籍,日本人の配偶者等,1 
熊本県,熊本市中央区,韓国,定住者,8 
熊本県,熊本市中央区,中国,定住者,29 
熊本県,熊本市中央区,オーストラリア,永住者,6 
熊本県,熊本市中央区,台湾,定住者,3 
熊本県,熊本市中央区,フランス,永住者,5 
熊本県,熊本市中央区,フィリピン,日本人の配偶者等,14 
熊本県,熊本市中央区,カナダ,永住者,6 
熊本県,熊本市中央区,米国,日本人の配偶者等,26 
熊本県,熊本市中央区,タイ,日本人の配偶者等,5 
熊本県,熊本市中央区,スイス,永住者,2 
熊本県,熊本市中央区,ノルウェー,永住者,1 
熊本県,熊本市中央区,ブラジル,永住者,6 
熊本県,熊本市中央区,ドイツ,日本人の配偶者等,1 
熊本県,熊本市中央区,スリランカ,永住者,8 
熊本県,熊本市中央区,米国,教授,2 
熊本県,熊本市中央区,中国,日本人の配偶者等,26 
熊本県,熊本市中央区,アルゼンチン,永住者,2 
熊本県,熊本市中央区,フィリピン,定住者,37 
熊本県,熊本市中央区,ロシア,永住者,4 
熊本県,熊本市中央区,マレーシア,永住者,1 
熊本県,熊本市中央区,中国,教授,11 
熊本県,熊本市中央区,ベトナム,永住者,3 
熊本県,熊本市中央区,インドネシア,永住者,3 
熊本県,熊本市中央区,タイ,永住者,6 
熊本県,熊本市中央区,英国,永住者,10 
熊本県,熊本市中央区,韓国,日本人の配偶者等,15 
熊本県,熊本市中央区,ウクライナ,永住者,2 
熊本県,熊本市中央区,タイ,定住者,1 
熊本県,熊本市中央区,モルディブ,永住者,1 
熊本県,熊本市中央区,ニュージーランド,日本人の配偶者等,2 
熊本県,熊本市中央区,中国,高度専門職１号ロ,6 
熊本県,熊本市中央区,パキスタン,永住者,4 
熊本県,熊本市中央区,ルーマニア,永住者,9 
熊本県,熊本市中央区,ブータン,永住者,2 
熊本県,熊本市中央区,ミャンマー,永住者,1 
熊本県,熊本市中央区,ラオス,永住者,1 
熊本県,熊本市中央区,米国,教育,11 
熊本県,熊本市中央区,メキシコ,永住者,1 
熊本県,熊本市中央区,ナイジェリア,永住者,1 
熊本県,熊本市中央区,ドイツ,永住者,1 
熊本県,熊本市中央区,インド,永住者,3 
熊本県,熊本市中央区,ペルー,永住者,1 
熊本県,熊本市中央区,中国,家族滞在,55 
熊本県,熊本市中央区,モンゴル,永住者,2 
熊本県,熊本市中央区,タイ,経営・管理,1 
熊本県,熊本市中央区,中国,技術・人文知識・国際業務,84 
熊本県,熊本市中央区,英国,日本人の配偶者等,5 
熊本県,熊本市中央区,モンゴル,教授,1 
熊本県,熊本市中央区,フランス,定住者,1 
熊本県,熊本市中央区,モンゴル,技術・人文知識・国際業務,1 
熊本県,熊本市中央区,メキシコ,日本人の配偶者等,2 
熊本県,熊本市中央区,韓国,技術・人文知識・国際業務,60 
熊本県,熊本市中央区,中国,技能,6 
熊本県,熊本市中央区,スリランカ,技能,17 
熊本県,熊本市中央区,オーストリア,永住者,1 
熊本県,熊本市中央区,中国,経営・管理,10 
熊本県,熊本市中央区,イタリア,永住者,1 
熊本県,熊本市中央区,イタリア,技術・人文知識・国際業務,1 
熊本県,熊本市中央区,カナダ,技術・人文知識・国際業務,6 
熊本県,熊本市中央区,ナイジェリア,日本人の配偶者等,1 
熊本県,熊本市中央区,モンゴル,家族滞在,13 
熊本県,熊本市中央区,ルーマニア,日本人の配偶者等,2 
熊本県,熊本市中央区,コロンビア,永住者,1 
熊本県,熊本市中央区,ネパール,永住者,4 
熊本県,熊本市中央区,タンザニア,日本人の配偶者等,1 
熊本県,熊本市中央区,米国,技術・人文知識・国際業務,8 
熊本県,熊本市中央区,スペイン,永住者,1 
熊本県,熊本市中央区,中国,高度専門職２号,1 
熊本県,熊本市中央区,インドネシア,定住者,1 
熊本県,熊本市中央区,韓国,教授,4 
熊本県,熊本市中央区,ネパール,技能,12 
熊本県,熊本市中央区,モンゴル,高度専門職１号イ,1 
熊本県,熊本市中央区,ミャンマー,技術・人文知識・国際業務,26 
熊本県,熊本市中央区,ネパール,技術・人文知識・国際業務,75 
熊本県,熊本市中央区,インド,技能,5 
熊本県,熊本市中央区,カナダ,日本人の配偶者等,4 
熊本県,熊本市中央区,モンゴル,特定活動,1 
熊本県,熊本市中央区,台湾,技術・人文知識・国際業務,110 
熊本県,熊本市中央区,ベトナム,技術・人文知識・国際業務,36 
熊本県,熊本市中央区,中国,文化活動,9 
熊本県,熊本市中央区,中国,留学,431 
熊本県,熊本市中央区,トンガ,永住者,6 
熊本県,熊本市中央区,スリランカ,定住者,1 
熊本県,熊本市中央区,ギニア,日本人の配偶者等,1 
熊本県,熊本市中央区,中国,特定活動,8 
熊本県,熊本市中央区,ベトナム,日本人の配偶者等,5 
熊本県,熊本市中央区,ウズベキスタン,技術・人文知識・国際業務,2 
熊本県,熊本市中央区,パキスタン,経営・管理,2 
熊本県,熊本市中央区,中国,高度専門職１号イ,4 
熊本県,熊本市中央区,ネパール,家族滞在,60 
熊本県,熊本市中央区,台湾,高度専門職１号ロ,52 
熊本県,熊本市中央区,ドミニカ共和国,技術・人文知識・国際業務,1 
熊本県,熊本市中央区,ベトナム,高度専門職１号ロ,1 
熊本県,熊本市中央区,韓国,宗教,3 
熊本県,熊本市中央区,米国,興行,2 
熊本県,熊本市中央区,ポーランド,永住者,1 
熊本県,熊本市中央区,イラン,留学,6 
熊本県,熊本市中央区,ノルウェー,日本人の配偶者等,1 
熊本県,熊本市中央区,ネパール,介護,8 
熊本県,熊本市中央区,オーストラリア,特定活動,1 
熊本県,熊本市中央区,インドネシア,日本人の配偶者等,3 
熊本県,熊本市中央区,ベトナム,高度専門職１号イ,1 
熊本県,熊本市中央区,バングラデシュ,永住者,3 
熊本県,熊本市中央区,スーダン,定住者,1 
熊本県,熊本市中央区,タイ,技術・人文知識・国際業務,13 
熊本県,熊本市中央区,ベトナム,介護,4 
熊本県,熊本市中央区,韓国,高度専門職１号ロ,1 
熊本県,熊本市中央区,ジャマイカ,技術・人文知識・国際業務,1 
熊本県,熊本市中央区,カナダ,教授,2 
熊本県,熊本市中央区,ネパール,経営・管理,2 
熊本県,熊本市中央区,ベトナム,家族滞在,16 
熊本県,熊本市中央区,スリランカ,技術・人文知識・国際業務,7 
熊本県,熊本市中央区,韓国,家族滞在,14 
熊本県,熊本市中央区,インドネシア,技術・人文知識・国際業務,5 
熊本県,熊本市中央区,ミャンマー,特定技能１号,16 
熊本県,熊本市中央区,インドネシア,家族滞在,10 
熊本県,熊本市中央区,韓国,介護,1 
熊本県,熊本市中央区,ベトナム,経営・管理,1 
熊本県,熊本市中央区,フィリピン,技術・人文知識・国際業務,12 
熊本県,熊本市中央区,フィリピン,家族滞在,5 
熊本県,熊本市中央区,パキスタン,宗教,1 
熊本県,熊本市中央区,パキスタン,技能,4 
熊本県,熊本市中央区,ベトナム,特定技能１号,56 
熊本県,熊本市中央区,パキスタン,家族滞在,5 
熊本県,熊本市中央区,韓国,文化活動,1 
熊本県,熊本市中央区,タンザニア,教授,2 
熊本県,熊本市中央区,タンザニア,家族滞在,11 
熊本県,熊本市中央区,ネパール,留学,235 
熊本県,熊本市中央区,ベトナム,留学,31 
熊本県,熊本市中央区,パキスタン,教授,1 
熊本県,熊本市中央区,パキスタン,技術・人文知識・国際業務,2 
熊本県,熊本市中央区,セネガル,留学,2 
熊本県,熊本市中央区,韓国,留学,40 
熊本県,熊本市中央区,ベトナム,特定活動,3 
熊本県,熊本市中央区,中国,特定技能１号,7 
熊本県,熊本市中央区,ミャンマー,日本人の配偶者等,2 
熊本県,熊本市中央区,インドネシア,留学,46 
熊本県,熊本市中央区,フィリピン,教授,1 
熊本県,熊本市中央区,バングラデシュ,教授,4 
熊本県,熊本市中央区,エジプト,教授,4 
熊本県,熊本市中央区,台湾,永住者の配偶者等,2 
熊本県,熊本市中央区,インドネシア,特定技能１号,9 
熊本県,熊本市中央区,オーストラリア,日本人の配偶者等,1 
熊本県,熊本市中央区,バングラデシュ,介護,1 
熊本県,熊本市中央区,ネパール,特定技能１号,3 
熊本県,熊本市中央区,米国,永住者の配偶者等,1 
熊本県,熊本市中央区,マレーシア,留学,10 
熊本県,熊本市中央区,バングラデシュ,家族滞在,14 
熊本県,熊本市中央区,スリランカ,留学,2 
熊本県,熊本市中央区,オランダ,技術・人文知識・国際業務,1 
熊本県,熊本市中央区,英国,教授,2 
熊本県,熊本市中央区,ケニア,留学,5 
熊本県,熊本市中央区,キルギス,留学,1 
熊本県,熊本市中央区,モンゴル,留学,8 
熊本県,熊本市中央区,インド,教授,6 
熊本県,熊本市中央区,インド,留学,2 
熊本県,熊本市中央区,ベトナム,技能実習３号ロ,8 
熊本県,熊本市中央区,中国,介護,2 
熊本県,熊本市中央区,ウクライナ,技術・人文知識・国際業務,2 
熊本県,熊本市中央区,バングラデシュ,技術・人文知識・国際業務,1 
熊本県,熊本市中央区,オーストリア,日本人の配偶者等,1 
熊本県,熊本市中央区,ブラジル,定住者,1 
熊本県,熊本市中央区,ブラジル,永住者の配偶者等,1 
熊本県,熊本市中央区,フィリピン,永住者の配偶者等,1 
熊本県,熊本市中央区,台湾,留学,18 
熊本県,熊本市中央区,インド,技術・人文知識・国際業務,6 
熊本県,熊本市中央区,台湾,日本人の配偶者等,5 
熊本県,熊本市中央区,アフガニスタン,特定活動,1 
熊本県,熊本市中央区,スリランカ,家族滞在,5 
熊本県,熊本市中央区,アフガニスタン,定住者,3 
熊本県,熊本市中央区,フィリピン,特定技能１号,17 
熊本県,熊本市中央区,フィリピン,教育,3 
熊本県,熊本市中央区,カザフスタン,留学,2 
熊本県,熊本市中央区,ケニア,教育,1 
熊本県,熊本市中央区,フィリピン,留学,2 
熊本県,熊本市中央区,バングラデシュ,技能実習３号ロ,1 
熊本県,熊本市中央区,南アフリカ共和国,技術・人文知識・国際業務,3 
熊本県,熊本市中央区,バングラデシュ,特定技能１号,1 
熊本県,熊本市中央区,インド,特定技能１号,1 
熊本県,熊本市中央区,バングラデシュ,文化活動,1 
熊本県,熊本市中央区,マラウイ,技術・人文知識・国際業務,1 
熊本県,熊本市中央区,アフガニスタン,留学,7 
熊本県,熊本市中央区,フランス,技術・人文知識・国際業務,2 
熊本県,熊本市中央区,スロバキア,技術・人文知識・国際業務,1 
熊本県,熊本市中央区,アフガニスタン,家族滞在,12 
熊本県,熊本市中央区,エジプト,家族滞在,18 
熊本県,熊本市中央区,バングラデシュ,留学,19 
熊本県,熊本市中央区,インドネシア,技能実習３号ロ,2 
熊本県,熊本市中央区,モンゴル,介護,1 
熊本県,熊本市中央区,マラウイ,留学,1 
熊本県,熊本市中央区,バングラデシュ,技能実習２号ロ,4 
熊本県,熊本市中央区,ドイツ,留学,5 
熊本県,熊本市中央区,フィリピン,技能実習３号ロ,3 
熊本県,熊本市中央区,ベトナム,技能実習２号ロ,48 
熊本県,熊本市中央区,エジプト,留学,9 
熊本県,熊本市中央区,フランス,日本人の配偶者等,2 
熊本県,熊本市中央区,インドネシア,技能実習２号ロ,36 
熊本県,熊本市中央区,英国,技術・人文知識・国際業務,2 
熊本県,熊本市中央区,タイ,留学,21 
熊本県,熊本市中央区,アラブ首長国連邦,留学,1 
熊本県,熊本市中央区,スーダン,留学,4 
熊本県,熊本市中央区,インドネシア,教授,1 
熊本県,熊本市中央区,モーリタニア,留学,2 
熊本県,熊本市中央区,タンザニア,留学,9 
熊本県,熊本市中央区,ケニア,家族滞在,1 
熊本県,熊本市中央区,中国,宗教,2 
熊本県,熊本市中央区,モーリタニア,家族滞在,1 
熊本県,熊本市中央区,フィリピン,技能実習２号ロ,8 
熊本県,熊本市中央区,トルコ,留学,2 
熊本県,熊本市中央区,スリランカ,技能実習２号ロ,3 
熊本県,熊本市中央区,ミャンマー,技能実習２号ロ,2 
熊本県,熊本市中央区,シンガポール,日本人の配偶者等,2 
熊本県,熊本市中央区,パキスタン,留学,5 
熊本県,熊本市中央区,ガーナ,文化活動,1 
熊本県,熊本市中央区,ラオス,留学,1 
熊本県,熊本市中央区,ガーナ,留学,4 
熊本県,熊本市中央区,ミャンマー,留学,11 
熊本県,熊本市中央区,インドネシア,特定活動,1 
熊本県,熊本市中央区,英国,教育,3 
熊本県,熊本市中央区,ドイツ,教授,1 
熊本県,熊本市中央区,米国,宗教,1 
熊本県,熊本市中央区,ハンガリー,教授,1 
熊本県,熊本市中央区,ザンビア,家族滞在,3 
熊本県,熊本市中央区,マレーシア,技術・人文知識・国際業務,6 
熊本県,熊本市中央区,ラオス,家族滞在,1 
熊本県,熊本市中央区,コートジボワール,留学,1 
熊本県,熊本市中央区,サンマリノ,日本人の配偶者等,1 
熊本県,熊本市中央区,カンボジア,技能実習２号ロ,3 
熊本県,熊本市中央区,台湾,家族滞在,47 
熊本県,熊本市中央区,台湾,企業内転勤,52 
熊本県,熊本市中央区,エチオピア,留学,1 
熊本県,熊本市中央区,米国,家族滞在,5 
熊本県,熊本市中央区,ナイジェリア,留学,4 
熊本県,熊本市中央区,コートジボワール,家族滞在,1 
熊本県,熊本市中央区,ウクライナ,特定活動,2 
熊本県,熊本市中央区,南アフリカ共和国,教育,1 
熊本県,熊本市中央区,アイルランド,永住者,1 
熊本県,熊本市中央区,ポーランド,技術・人文知識・国際業務,1 
熊本県,熊本市中央区,スーダン,家族滞在,3 
熊本県,熊本市中央区,マレーシア,宗教,1 
熊本県,熊本市中央区,ミャンマー,教授,1 
熊本県,熊本市中央区,フランス,留学,10 
熊本県,熊本市中央区,マルタ,留学,1 
熊本県,熊本市中央区,ネパール,教授,1 
熊本県,熊本市中央区,オマーン,留学,1 
熊本県,熊本市中央区,カナダ,教育,4 
熊本県,熊本市中央区,ニュージーランド,教育,3 
熊本県,熊本市中央区,米国,特定活動,2 
熊本県,熊本市中央区,カンボジア,技能実習１号ロ,1 
熊本県,熊本市中央区,ベネズエラ,家族滞在,1 
熊本県,熊本市中央区,ナイジェリア,技術・人文知識・国際業務,1 
熊本県,熊本市中央区,ミャンマー,技能実習１号ロ,2 
熊本県,熊本市中央区,ベナン,留学,1 
熊本県,熊本市中央区,ジンバブエ,留学,1 
熊本県,熊本市中央区,アルメニア,留学,2 
熊本県,熊本市中央区,オーストラリア,教育,1 
熊本県,熊本市中央区,ロシア,日本人の配偶者等,1 
熊本県,熊本市中央区,サモア,留学,1 
熊本県,熊本市中央区,ベトナム,技能実習１号ロ,23 
熊本県,熊本市中央区,カンボジア,技能実習３号ロ,1 
熊本県,熊本市中央区,フィリピン,技能実習３号イ,1 
熊本県,熊本市中央区,ブラジル,日本人の配偶者等,1 
熊本県,熊本市中央区,スリランカ,特定技能１号,3 
熊本県,熊本市中央区,カザフスタン,家族滞在,2 
熊本県,熊本市中央区,インドネシア,技能実習１号ロ,27 
熊本県,熊本市中央区,オーストラリア,留学,6 
熊本県,熊本市中央区,ドミニカ共和国,興行,1 
熊本県,熊本市中央区,ボリビア,日本人の配偶者等,1 
熊本県,熊本市中央区,アルメニア,家族滞在,1 
熊本県,熊本市中央区,ガーナ,家族滞在,3 
熊本県,熊本市中央区,フィリピン,技能実習１号ロ,17 
熊本県,熊本市中央区,フィリピン,企業内転勤,22 
熊本県,熊本市中央区,韓国,特定活動,3 
熊本県,熊本市中央区,韓国,企業内転勤,5 
熊本県,熊本市中央区,台湾,経営・管理,3 
熊本県,熊本市中央区,ネパール,日本人の配偶者等,1 
熊本県,熊本市中央区,北マケドニア,留学,1 
熊本県,熊本市中央区,タイ,技能,1 
熊本県,熊本市中央区,スウェーデン,留学,1 
熊本県,熊本市中央区,トルコ,文化活動,1 
熊本県,熊本市中央区,トルコ,家族滞在,2 
熊本県,熊本市中央区,トルコ,教授,1 
熊本県,熊本市中央区,米国,留学,2 
熊本県,熊本市中央区,ブラジル,研修,1 
熊本県,熊本市中央区,中国,研修,1 
熊本県,熊本市中央区,チェコ,留学,1 
熊本県,熊本市中央区,スイス,留学,2 
熊本県,熊本市中央区,デンマーク,留学,1 
熊本県,熊本市中央区,英国,留学,2 
熊本県,熊本市中央区,タイ,企業内転勤,2 
熊本県,熊本市中央区,タイ,教授,1 
熊本県,熊本市中央区,インド,文化活動,1 
熊本県,熊本市中央区,シンガポール,教育,1 
熊本県,熊本市中央区,ドイツ,技術・人文知識・国際業務,1 
熊本県,熊本市中央区,米国,芸術,1 
熊本県,熊本市中央区,インド,家族滞在,1 
熊本県,熊本市中央区,ウズベキスタン,留学,1 
熊本県,熊本市中央区,ドイツ,特定活動,1 
熊本県,熊本市東区,中国,永住者,235 
熊本県,熊本市東区,ドイツ,永住者,3 
熊本県,熊本市東区,韓国,特別永住者,36 
熊本県,熊本市東区,朝鮮,特別永住者,9 
熊本県,熊本市東区,韓国,定住者,1 
熊本県,熊本市東区,台湾,特別永住者,1 
熊本県,熊本市東区,米国,永住者,22 
熊本県,熊本市東区,韓国,永住者,28 
熊本県,熊本市東区,台湾,永住者,16 
熊本県,熊本市東区,フィリピン,永住者,96 
熊本県,熊本市東区,フィリピン,定住者,13 
熊本県,熊本市東区,ブラジル,永住者,7 
熊本県,熊本市東区,英国,永住者,3 
熊本県,熊本市東区,中国,定住者,9 
熊本県,熊本市東区,韓国,日本人の配偶者等,10 
熊本県,熊本市東区,カナダ,永住者,3 
熊本県,熊本市東区,タイ,永住者,5 
熊本県,熊本市東区,ブラジル,日本人の配偶者等,1 
熊本県,熊本市東区,マレーシア,永住者,3 
熊本県,熊本市東区,イスラエル,永住者,1 
熊本県,熊本市東区,フィリピン,永住者の配偶者等,2 
熊本県,熊本市東区,インドネシア,永住者,3 
熊本県,熊本市東区,ルーマニア,永住者,5 
熊本県,熊本市東区,米国,教育,18 
熊本県,熊本市東区,中国,日本人の配偶者等,25 
熊本県,熊本市東区,米国,定住者,2 
熊本県,熊本市東区,インドネシア,日本人の配偶者等,2 
熊本県,熊本市東区,モロッコ,永住者,1 
熊本県,熊本市東区,ブルガリア,永住者,1 
熊本県,熊本市東区,ロシア,日本人の配偶者等,2 
熊本県,熊本市東区,台湾,技術・人文知識・国際業務,29 
熊本県,熊本市東区,フィリピン,日本人の配偶者等,11 
熊本県,熊本市東区,オーストラリア,永住者,1 
熊本県,熊本市東区,ネパール,永住者,8 
熊本県,熊本市東区,イタリア,永住者,1 
熊本県,熊本市東区,中国,高度専門職２号,1 
熊本県,熊本市東区,米国,日本人の配偶者等,12 
熊本県,熊本市東区,南アフリカ共和国,永住者,1 
熊本県,熊本市東区,アイルランド,永住者,1 
熊本県,熊本市東区,中国,技術・人文知識・国際業務,19 
熊本県,熊本市東区,ニュージーランド,永住者,1 
熊本県,熊本市東区,スリランカ,永住者,4 
熊本県,熊本市東区,ベトナム,永住者,4 
熊本県,熊本市東区,中国,家族滞在,18 
熊本県,熊本市東区,タイ,日本人の配偶者等,3 
熊本県,熊本市東区,英国,技術・人文知識・国際業務,2 
熊本県,熊本市東区,米国,経営・管理,1 
熊本県,熊本市東区,モルディブ,永住者,1 
熊本県,熊本市東区,スペイン,永住者,1 
熊本県,熊本市東区,ネパール,技能,4 
熊本県,熊本市東区,中国,高度専門職１号ロ,3 
熊本県,熊本市東区,ナイジェリア,永住者,2 
熊本県,熊本市東区,タイ,技術・人文知識・国際業務,1 
熊本県,熊本市東区,米国,興行,2 
熊本県,熊本市東区,ベトナム,技術・人文知識・国際業務,51 
熊本県,熊本市東区,ベトナム,家族滞在,43 
熊本県,熊本市東区,ベトナム,日本人の配偶者等,7 
熊本県,熊本市東区,韓国,技術・人文知識・国際業務,6 
熊本県,熊本市東区,エジプト,高度専門職１号イ,1 
熊本県,熊本市東区,パキスタン,経営・管理,2 
熊本県,熊本市東区,シンガポール,永住者,5 
熊本県,熊本市東区,ネパール,技術・人文知識・国際業務,24 
熊本県,熊本市東区,メキシコ,永住者,1 
熊本県,熊本市東区,台湾,日本人の配偶者等,5 
熊本県,熊本市東区,スウェーデン,永住者,1 
熊本県,熊本市東区,中国,高度専門職１号イ,1 
熊本県,熊本市東区,ネパール,日本人の配偶者等,2 
熊本県,熊本市東区,ミャンマー,技術・人文知識・国際業務,9 
熊本県,熊本市東区,中国,永住者の配偶者等,3 
熊本県,熊本市東区,ロシア,永住者,1 
熊本県,熊本市東区,イタリア,日本人の配偶者等,2 
熊本県,熊本市東区,スリランカ,技術・人文知識・国際業務,4 
熊本県,熊本市東区,英国,日本人の配偶者等,2 
熊本県,熊本市東区,ベトナム,経営・管理,2 
熊本県,熊本市東区,バングラデシュ,技術・人文知識・国際業務,5 
熊本県,熊本市東区,スリランカ,日本人の配偶者等,4 
熊本県,熊本市東区,ベトナム,介護,2 
熊本県,熊本市東区,ネパール,家族滞在,28 
熊本県,熊本市東区,カナダ,日本人の配偶者等,2 
熊本県,熊本市東区,米国,特定活動,1 
熊本県,熊本市東区,コソボ共和国,永住者,1 
熊本県,熊本市東区,マレーシア,技術・人文知識・国際業務,2 
熊本県,熊本市東区,ベネズエラ,日本人の配偶者等,1 
熊本県,熊本市東区,カンボジア,特定技能１号,15 
熊本県,熊本市東区,ベトナム,特定技能１号,98 
熊本県,熊本市東区,フィリピン,技術・人文知識・国際業務,2 
熊本県,熊本市東区,ミャンマー,特定技能１号,15 
熊本県,熊本市東区,韓国,教授,2 
熊本県,熊本市東区,ミャンマー,特定活動,4 
熊本県,熊本市東区,中国,特定技能１号,6 
熊本県,熊本市東区,ミャンマー,技能実習３号ロ,2 
熊本県,熊本市東区,ベトナム,特定活動,10 
熊本県,熊本市東区,ネパール,留学,89 
熊本県,熊本市東区,ジンバブエ,家族滞在,1 
熊本県,熊本市東区,オーストラリア,日本人の配偶者等,1 
熊本県,熊本市東区,ドイツ,日本人の配偶者等,2 
熊本県,熊本市東区,パキスタン,技術・人文知識・国際業務,1 
熊本県,熊本市東区,フィリピン,特定技能１号,5 
熊本県,熊本市東区,中国,留学,60 
熊本県,熊本市東区,ブラジル,興行,1 
熊本県,熊本市東区,台湾,高度専門職１号ロ,36 
熊本県,熊本市東区,ベトナム,技能実習３号ロ,6 
熊本県,熊本市東区,韓国,家族滞在,4 
熊本県,熊本市東区,セネガル,技術・人文知識・国際業務,1 
熊本県,熊本市東区,マレーシア,留学,2 
熊本県,熊本市東区,カナダ,定住者,1 
熊本県,熊本市東区,モロッコ,日本人の配偶者等,1 
熊本県,熊本市東区,フィリピン,技能実習３号ロ,12 
熊本県,熊本市東区,カンボジア,特定活動,2 
熊本県,熊本市東区,パキスタン,日本人の配偶者等,1 
熊本県,熊本市東区,インドネシア,技能実習３号ロ,10 
熊本県,熊本市東区,ベトナム,留学,25 
熊本県,熊本市東区,南アフリカ共和国,教育,5 
熊本県,熊本市東区,米国,技術・人文知識・国際業務,5 
熊本県,熊本市東区,インドネシア,特定技能１号,30 
熊本県,熊本市東区,台湾,家族滞在,75 
熊本県,熊本市東区,スリランカ,家族滞在,4 
熊本県,熊本市東区,ベトナム,定住者,1 
熊本県,熊本市東区,フィリピン,教育,2 
熊本県,熊本市東区,台湾,留学,1 
熊本県,熊本市東区,インドネシア,留学,5 
熊本県,熊本市東区,モンゴル,技術・人文知識・国際業務,2 
熊本県,熊本市東区,トリニダード・トバゴ,技術・人文知識・国際業務,1 
熊本県,熊本市東区,ニュージーランド,教育,1 
熊本県,熊本市東区,リトアニア,技術・人文知識・国際業務,1 
熊本県,熊本市東区,マレーシア,家族滞在,1 
熊本県,熊本市東区,カンボジア,技能実習３号ロ,3 
熊本県,熊本市東区,フィンランド,教授,1 
熊本県,熊本市東区,カンボジア,日本人の配偶者等,1 
熊本県,熊本市東区,フランス,技術・人文知識・国際業務,2 
熊本県,熊本市東区,フランス,日本人の配偶者等,1 
熊本県,熊本市東区,フィリピン,技能実習２号ロ,10 
熊本県,熊本市東区,カンボジア,技能実習２号ロ,14 
熊本県,熊本市東区,ベトナム,技能実習２号ロ,47 
熊本県,熊本市東区,インドネシア,技能実習２号ロ,32 
熊本県,熊本市東区,南アフリカ共和国,家族滞在,1 
熊本県,熊本市東区,ミャンマー,教授,1 
熊本県,熊本市東区,ミャンマー,技能実習２号ロ,20 
熊本県,熊本市東区,バングラデシュ,家族滞在,7 
熊本県,熊本市東区,ニュージーランド,技術・人文知識・国際業務,1 
熊本県,熊本市東区,タイ,技能実習２号ロ,3 
熊本県,熊本市東区,エジプト,家族滞在,2 
熊本県,熊本市東区,韓国,企業内転勤,1 
熊本県,熊本市東区,インドネシア,技能実習２号イ,3 
熊本県,熊本市東区,カナダ,教育,4 
熊本県,熊本市東区,オーストラリア,教育,1 
熊本県,熊本市東区,インド,技術・人文知識・国際業務,1 
熊本県,熊本市東区,メキシコ,日本人の配偶者等,1 
熊本県,熊本市東区,英国,教育,3 
熊本県,熊本市東区,ジャマイカ,教育,1 
熊本県,熊本市東区,台湾,教育,5 
熊本県,熊本市東区,コロンビア,日本人の配偶者等,1 
熊本県,熊本市東区,中国,技能実習２号ロ,2 
熊本県,熊本市東区,パキスタン,家族滞在,4 
熊本県,熊本市東区,ルーマニア,特定活動,1 
熊本県,熊本市東区,フィリピン,家族滞在,1 
熊本県,熊本市東区,ネパール,特定技能１号,6 
熊本県,熊本市東区,米国,宗教,2 
熊本県,熊本市東区,ガーナ,留学,2 
熊本県,熊本市東区,韓国,留学,5 
熊本県,熊本市東区,シンガポール,教育,1 
熊本県,熊本市東区,インドネシア,家族滞在,4 
熊本県,熊本市東区,ベトナム,技能実習１号ロ,44 
熊本県,熊本市東区,インドネシア,技能実習１号ロ,37 
熊本県,熊本市東区,インド,技能実習１号ロ,8 
熊本県,熊本市東区,フィリピン,技能実習１号ロ,9 
熊本県,熊本市東区,カンボジア,技能実習１号ロ,14 
熊本県,熊本市東区,中国,技能実習１号ロ,6 
熊本県,熊本市東区,ウズベキスタン,技術・人文知識・国際業務,1 
熊本県,熊本市東区,インドネシア,技能実習１号イ,11 
熊本県,熊本市東区,ガーナ,家族滞在,1 
熊本県,熊本市東区,カナダ,技術・人文知識・国際業務,1 
熊本県,熊本市東区,ニュージーランド,教授,1 
熊本県,熊本市東区,韓国,特定活動,1 
熊本県,熊本市東区,インドネシア,技術・人文知識・国際業務,1 
熊本県,熊本市東区,台湾,企業内転勤,17 
熊本県,熊本市東区,ミャンマー,技能実習１号ロ,9 
熊本県,熊本市東区,中国,企業内転勤,1 
熊本県,熊本市東区,イラン,技術・人文知識・国際業務,1 
熊本県,熊本市東区,モンゴル,技能実習１号ロ,1 
熊本県,熊本市東区,ジブチ,留学,1 
熊本県,熊本市東区,セネガル,家族滞在,1 
熊本県,熊本市東区,フィンランド,留学,1 
熊本県,熊本市東区,イタリア,留学,1 
熊本県,熊本市東区,米国,家族滞在,5 
熊本県,熊本市東区,ミャンマー,家族滞在,1 
熊本県,熊本市東区,ドイツ,特定活動,1 
熊本県,熊本市東区,ネパール,技能実習１号ロ,4 
熊本県,熊本市東区,タイ,技能実習１号ロ,2 
熊本県,熊本市東区,米国,留学,2 
熊本県,熊本市東区,アイルランド,教育,2 
熊本県,熊本市東区,マレーシア,企業内転勤,1 
熊本県,熊本市東区,台湾,経営・管理,1 
熊本県,熊本市東区,英国,特定活動,1 
熊本県,熊本市東区,イスラエル,日本人の配偶者等,1 
熊本県,熊本市西区,中国,永住者,140 
熊本県,熊本市西区,韓国,特別永住者,24 
